"AAAA","BBB"
"GPSData(longitude=14.5665, latitude=51.7894, altitude=5438.6, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.31, roll=0.01)",1744316554.946974
"GPSData(longitude=14.5655, latitude=51.7911, altitude=5428.9, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.33, roll=-0.0)",1744316555.968491
"GPSData(longitude=14.5646, latitude=51.7928, altitude=5419.4, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.35, roll=0.0)",1744316556.992867
"GPSData(longitude=14.5636, latitude=51.7945, altitude=5409.7, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.38, roll=0.01)",1744316558.019488
"GPSData(longitude=14.5626, latitude=51.7963, altitude=5400.0, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.39, roll=0.01)",1744316559.045114
"GPSData(longitude=14.5616, latitude=51.798, altitude=5389.9, track=340.3, ground_speed=195.5)","AttitudeData(true_heading=340.3, pitch=-1.42, roll=0.01)",1744316560.0715148
"GPSData(longitude=14.5606, latitude=51.7997, altitude=5380.0, track=340.3, ground_speed=195.5)","AttitudeData(true_heading=340.3, pitch=-1.44, roll=0.01)",1744316561.099146
"GPSData(longitude=14.5596, latitude=51.8014, altitude=5370.3, track=340.3, ground_speed=195.5)","AttitudeData(true_heading=340.3, pitch=-1.47, roll=0.01)",1744316562.1273222
"GPSData(longitude=14.5586, latitude=51.8031, altitude=5360.1, track=340.3, ground_speed=195.6)","AttitudeData(true_heading=340.3, pitch=-1.5, roll=0.01)",1744316563.152992
"GPSData(longitude=14.5576, latitude=51.8049, altitude=5349.7, track=340.3, ground_speed=195.6)","AttitudeData(true_heading=340.3, pitch=-1.53, roll=0.01)",1744316564.178509
"GPSData(longitude=14.5568, latitude=51.8063, altitude=5341.5, track=340.3, ground_speed=195.6)","AttitudeData(true_heading=340.3, pitch=-1.57, roll=0.0)",1744316565.20448
"GPSData(longitude=14.5558, latitude=51.808, altitude=5331.1, track=340.3, ground_speed=195.6)","AttitudeData(true_heading=340.3, pitch=-1.6, roll=0.0)",1744316566.232456
"GPSData(longitude=14.5548, latitude=51.8098, altitude=5320.5, track=340.3, ground_speed=195.5)","AttitudeData(true_heading=340.3, pitch=-1.64, roll=0.0)",1744316567.256438
"GPSData(longitude=14.5538, latitude=51.8115, altitude=5310.0, track=340.3, ground_speed=195.4)","AttitudeData(true_heading=340.3, pitch=-1.68, roll=-0.0)",1744316568.278663
"GPSData(longitude=14.5528, latitude=51.8132, altitude=5299.3, track=340.3, ground_speed=195.3)","AttitudeData(true_heading=340.3, pitch=-1.7, roll=0.0)",1744316569.301458
"GPSData(longitude=14.5518, latitude=51.8149, altitude=5288.4, track=340.3, ground_speed=195.1)","AttitudeData(true_heading=340.3, pitch=-1.72, roll=-0.0)",1744316570.3273978
"GPSData(longitude=14.5508, latitude=51.8167, altitude=5277.4, track=340.3, ground_speed=195.0)","AttitudeData(true_heading=340.3, pitch=-1.74, roll=-0.0)",1744316571.352364
"GPSData(longitude=14.5498, latitude=51.8184, altitude=5266.3, track=340.3, ground_speed=194.8)","AttitudeData(true_heading=340.3, pitch=-1.76, roll=-0.01)",1744316572.380758
"GPSData(longitude=14.5488, latitude=51.8201, altitude=5255.6, track=340.3, ground_speed=194.7)","AttitudeData(true_heading=340.3, pitch=-1.77, roll=-0.01)",1744316573.406327
"GPSData(longitude=14.5478, latitude=51.8218, altitude=5244.4, track=340.3, ground_speed=194.6)","AttitudeData(true_heading=340.3, pitch=-1.79, roll=-0.01)",1744316574.429017
"GPSData(longitude=14.5468, latitude=51.8235, altitude=5233.3, track=340.3, ground_speed=194.4)","AttitudeData(true_heading=340.3, pitch=-1.8, roll=-0.01)",1744316575.45311
"GPSData(longitude=14.546, latitude=51.8249, altitude=5224.4, track=340.3, ground_speed=194.3)","AttitudeData(true_heading=340.3, pitch=-1.8, roll=-0.01)",1744316576.480103
"GPSData(longitude=14.545, latitude=51.8266, altitude=5213.1, track=340.3, ground_speed=194.2)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=-0.0)",1744316577.505394
"GPSData(longitude=14.544, latitude=51.8283, altitude=5201.6, track=340.3, ground_speed=194.0)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=-0.0)",1744316578.52581
"GPSData(longitude=14.543, latitude=51.83, altitude=5190.2, track=340.3, ground_speed=193.9)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=-0.0)",1744316579.54992
"GPSData(longitude=14.542, latitude=51.8318, altitude=5178.9, track=340.3, ground_speed=193.8)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=-0.0)",1744316580.574188
"GPSData(longitude=14.541, latitude=51.8335, altitude=5167.8, track=340.3, ground_speed=193.6)","AttitudeData(true_heading=340.3, pitch=-1.82, roll=-0.0)",1744316581.5991528
"GPSData(longitude=14.54, latitude=51.8352, altitude=5156.3, track=340.3, ground_speed=193.5)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=0.0)",1744316582.624392
"GPSData(longitude=14.539, latitude=51.8369, altitude=5144.9, track=340.3, ground_speed=193.4)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=0.0)",1744316583.644246
"GPSData(longitude=14.5383, latitude=51.8383, altitude=5136.2, track=340.3, ground_speed=193.3)","AttitudeData(true_heading=340.3, pitch=-1.8, roll=0.0)",1744316584.668415
"GPSData(longitude=14.5373, latitude=51.84, altitude=5124.9, track=340.3, ground_speed=193.1)","AttitudeData(true_heading=340.3, pitch=-1.8, roll=-0.0)",1744316585.6927419
"GPSData(longitude=14.5363, latitude=51.8417, altitude=5113.6, track=340.3, ground_speed=193.0)","AttitudeData(true_heading=340.3, pitch=-1.8, roll=0.0)",1744316586.716131
"GPSData(longitude=14.5353, latitude=51.8434, altitude=5102.3, track=340.3, ground_speed=192.9)","AttitudeData(true_heading=340.3, pitch=-1.79, roll=-0.0)",1744316587.7378519
"GPSData(longitude=14.5343, latitude=51.8451, altitude=5091.3, track=340.3, ground_speed=192.7)","AttitudeData(true_heading=340.3, pitch=-1.79, roll=0.01)",1744316588.765295
"GPSData(longitude=14.5333, latitude=51.8468, altitude=5080.1, track=340.3, ground_speed=192.6)","AttitudeData(true_heading=340.3, pitch=-1.78, roll=0.0)",1744316589.7883132
"GPSData(longitude=14.5323, latitude=51.8485, altitude=5068.9, track=340.3, ground_speed=192.4)","AttitudeData(true_heading=340.3, pitch=-1.77, roll=-0.0)",1744316590.8139148
"GPSData(longitude=14.5313, latitude=51.8502, altitude=5057.8, track=340.3, ground_speed=192.3)","AttitudeData(true_heading=340.3, pitch=-1.77, roll=0.0)",1744316591.838528
"GPSData(longitude=14.5303, latitude=51.8519, altitude=5046.6, track=340.3, ground_speed=192.2)","AttitudeData(true_heading=340.3, pitch=-1.76, roll=-0.0)",1744316592.8610702
"GPSData(longitude=14.5294, latitude=51.8536, altitude=5035.7, track=340.3, ground_speed=192.0)","AttitudeData(true_heading=340.3, pitch=-1.75, roll=-0.0)",1744316593.8793569
"GPSData(longitude=14.5286, latitude=51.855, altitude=5026.8, track=340.3, ground_speed=191.9)","AttitudeData(true_heading=340.3, pitch=-1.74, roll=0.0)",1744316594.903858
"GPSData(longitude=14.5276, latitude=51.8567, altitude=5015.8, track=340.3, ground_speed=191.8)","AttitudeData(true_heading=340.3, pitch=-1.73, roll=0.0)",1744316595.922976
"GPSData(longitude=14.5266, latitude=51.8584, altitude=5004.6, track=340.3, ground_speed=191.6)","AttitudeData(true_heading=340.3, pitch=-1.72, roll=-0.0)",1744316596.943945
"GPSData(longitude=14.5256, latitude=51.8601, altitude=4993.6, track=340.3, ground_speed=191.5)","AttitudeData(true_heading=340.3, pitch=-1.72, roll=0.0)",1744316597.971502
"GPSData(longitude=14.5246, latitude=51.8618, altitude=4982.7, track=340.3, ground_speed=191.3)","AttitudeData(true_heading=340.3, pitch=-1.71, roll=0.0)",1744316598.997101
"GPSData(longitude=14.5236, latitude=51.8635, altitude=4971.8, track=340.3, ground_speed=191.2)","AttitudeData(true_heading=340.3, pitch=-1.7, roll=0.01)",1744316600.0221388
"GPSData(longitude=14.5228, latitude=51.8649, altitude=4963.0, track=340.3, ground_speed=191.1)","AttitudeData(true_heading=340.3, pitch=-1.69, roll=0.0)",1744316601.0465002
"GPSData(longitude=14.5219, latitude=51.8665, altitude=4952.4, track=340.3, ground_speed=190.9)","AttitudeData(true_heading=340.3, pitch=-1.68, roll=0.0)",1744316602.0692139
"GPSData(longitude=14.5209, latitude=51.8682, altitude=4941.6, track=340.3, ground_speed=190.8)","AttitudeData(true_heading=340.3, pitch=-1.67, roll=0.0)",1744316603.082726
"GPSData(longitude=14.5199, latitude=51.8699, altitude=4930.8, track=340.3, ground_speed=190.6)","AttitudeData(true_heading=340.3, pitch=-1.66, roll=0.0)",1744316604.097203
"GPSData(longitude=14.5189, latitude=51.8716, altitude=4920.1, track=340.3, ground_speed=190.4)","AttitudeData(true_heading=340.3, pitch=-1.65, roll=-0.0)",1744316605.111255
"GPSData(longitude=14.5179, latitude=51.8733, altitude=4909.4, track=340.3, ground_speed=190.3)","AttitudeData(true_heading=340.3, pitch=-1.63, roll=-0.0)",1744316606.129767
"GPSData(longitude=14.517, latitude=51.875, altitude=4898.8, track=340.3, ground_speed=190.1)","AttitudeData(true_heading=340.3, pitch=-1.6, roll=0.0)",1744316607.1533718
"GPSData(longitude=14.516, latitude=51.8767, altitude=4888.3, track=340.3, ground_speed=190.0)","AttitudeData(true_heading=340.3, pitch=-1.56, roll=0.01)",1744316608.178894
"GPSData(longitude=14.5152, latitude=51.878, altitude=4880.2, track=340.3, ground_speed=189.9)","AttitudeData(true_heading=340.3, pitch=-1.51, roll=0.01)",1744316609.202312
"GPSData(longitude=14.5143, latitude=51.8796, altitude=4870.1, track=340.3, ground_speed=189.8)","AttitudeData(true_heading=340.3, pitch=-1.46, roll=0.01)",1744316610.2265441
"GPSData(longitude=14.5133, latitude=51.8813, altitude=4860.2, track=340.3, ground_speed=189.7)","AttitudeData(true_heading=340.3, pitch=-1.4, roll=0.01)",1744316611.2515929
"GPSData(longitude=14.5122, latitude=51.8832, altitude=4848.7, track=340.3, ground_speed=189.5)","AttitudeData(true_heading=340.3, pitch=-1.35, roll=0.0)",1744316612.277378
"GPSData(longitude=14.5114, latitude=51.8846, altitude=4841.0, track=340.3, ground_speed=189.4)","AttitudeData(true_heading=340.3, pitch=-1.3, roll=0.01)",1744316613.30221
"GPSData(longitude=14.5104, latitude=51.8863, altitude=4831.5, track=340.3, ground_speed=189.3)","AttitudeData(true_heading=340.3, pitch=-1.26, roll=0.0)",1744316614.327349
"GPSData(longitude=14.5094, latitude=51.8879, altitude=4822.1, track=340.3, ground_speed=189.2)","AttitudeData(true_heading=340.3, pitch=-1.23, roll=0.0)",1744316615.350645
"GPSData(longitude=14.5085, latitude=51.8896, altitude=4812.9, track=340.3, ground_speed=189.1)","AttitudeData(true_heading=340.3, pitch=-1.2, roll=0.0)",1744316616.3770518
"GPSData(longitude=14.5075, latitude=51.8913, altitude=4803.7, track=340.3, ground_speed=189.0)","AttitudeData(true_heading=340.3, pitch=-1.19, roll=-0.0)",1744316617.4014661
"GPSData(longitude=14.5065, latitude=51.8929, altitude=4795.0, track=340.3, ground_speed=189.0)","AttitudeData(true_heading=340.3, pitch=-1.18, roll=-0.0)",1744316618.425992
"GPSData(longitude=14.5056, latitude=51.8946, altitude=4786.0, track=340.3, ground_speed=188.9)","AttitudeData(true_heading=340.3, pitch=-1.18, roll=0.0)",1744316619.4491231
"GPSData(longitude=14.5046, latitude=51.8963, altitude=4777.0, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.19, roll=0.0)",1744316620.473574
"GPSData(longitude=14.5037, latitude=51.8979, altitude=4768.3, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.2, roll=0.0)",1744316621.499601
"GPSData(longitude=14.5027, latitude=51.8996, altitude=4759.2, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.21, roll=0.01)",1744316622.524933
"GPSData(longitude=14.5019, latitude=51.9009, altitude=4752.0, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.23, roll=0.0)",1744316623.549058
"GPSData(longitude=14.5009, latitude=51.9026, altitude=4742.9, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.25, roll=0.01)",1744316624.573601
"GPSData(longitude=14.5, latitude=51.9042, altitude=4734.0, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.28, roll=0.01)",1744316625.598936
"GPSData(longitude=14.499, latitude=51.9059, altitude=4724.8, track=340.3, ground_speed=188.9)","AttitudeData(true_heading=340.3, pitch=-1.3, roll=0.01)",1744316626.621516
"GPSData(longitude=14.498, latitude=51.9076, altitude=4715.8, track=340.3, ground_speed=189.0)","AttitudeData(true_heading=340.3, pitch=-1.33, roll=0.01)",1744316627.647712
"GPSData(longitude=14.497, latitude=51.9093, altitude=4706.3, track=340.3, ground_speed=189.1)","AttitudeData(true_heading=340.3, pitch=-1.36, roll=0.01)",1744316628.666307
"GPSData(longitude=14.4961, latitude=51.9109, altitude=4697.1, track=340.3, ground_speed=189.2)","AttitudeData(true_heading=340.3, pitch=-1.39, roll=0.01)",1744316629.6899588
"GPSData(longitude=14.4951, latitude=51.9126, altitude=4687.6, track=340.3, ground_speed=189.2)","AttitudeData(true_heading=340.3, pitch=-1.42, roll=0.01)",1744316630.712427
"GPSData(longitude=14.4941, latitude=51.9143, altitude=4678.0, track=340.3, ground_speed=189.3)","AttitudeData(true_heading=340.3, pitch=-1.46, roll=0.01)",1744316631.735519
"GPSData(longitude=14.4933, latitude=51.9156, altitude=4670.2, track=340.3, ground_speed=189.4)","AttitudeData(true_heading=340.3, pitch=-1.5, roll=0.01)",1744316632.75777
"GPSData(longitude=14.4923, latitude=51.9173, altitude=4660.4, track=340.3, ground_speed=189.4)","AttitudeData(true_heading=340.3, pitch=-1.55, roll=0.0)",1744316633.781665
"GPSData(longitude=14.4914, latitude=51.919, altitude=4650.7, track=340.3, ground_speed=189.4)","AttitudeData(true_heading=340.3, pitch=-1.59, roll=0.0)",1744316634.8024871
"GPSData(longitude=14.4904, latitude=51.9207, altitude=4640.4, track=340.3, ground_speed=189.3)","AttitudeData(true_heading=340.3, pitch=-1.64, roll=0.0)",1744316635.824542
"GPSData(longitude=14.4895, latitude=51.9223, altitude=4630.6, track=340.3, ground_speed=189.1)","AttitudeData(true_heading=340.3, pitch=-1.69, roll=0.0)",1744316636.838009
"GPSData(longitude=14.4885, latitude=51.924, altitude=4620.2, track=340.3, ground_speed=189.0)","AttitudeData(true_heading=340.3, pitch=-1.71, roll=-0.0)",1744316637.850517
"GPSData(longitude=14.4875, latitude=51.9257, altitude=4609.7, track=340.3, ground_speed=188.8)","AttitudeData(true_heading=340.3, pitch=-1.74, roll=-0.0)",1744316638.86621
"GPSData(longitude=14.4866, latitude=51.9273, altitude=4599.4, track=340.3, ground_speed=188.6)","AttitudeData(true_heading=340.3, pitch=-1.77, roll=-0.01)",1744316639.8785548
"GPSData(longitude=14.4858, latitude=51.9286, altitude=4590.8, track=340.3, ground_speed=188.5)","AttitudeData(true_heading=340.3, pitch=-1.79, roll=-0.01)",1744316640.893301
"GPSData(longitude=14.4848, latitude=51.9303, altitude=4580.0, track=340.3, ground_speed=188.4)","AttitudeData(true_heading=340.3, pitch=-1.81, roll=-0.01)",1744316641.906925
"GPSData(longitude=14.4838, latitude=51.932, altitude=4568.9, track=340.3, ground_speed=188.2)","AttitudeData(true_heading=340.3, pitch=-1.82, roll=-0.01)",1744316642.920815
"GPSData(longitude=14.4829, latitude=51.9336, altitude=4558.2, track=340.3, ground_speed=188.1)","AttitudeData(true_heading=340.3, pitch=-1.83, roll=-0.01)",1744316643.935497
"GPSData(longitude=14.4819, latitude=51.9353, altitude=4547.3, track=340.3, ground_speed=188.0)","AttitudeData(true_heading=340.3, pitch=-1.83, roll=-0.01)",1744316644.948339
"GPSData(longitude=14.4809, latitude=51.937, altitude=4536.3, track=340.3, ground_speed=187.8)","AttitudeData(true_heading=340.3, pitch=-1.84, roll=-0.0)",1744316646.014532
"GPSData(longitude=14.4799, latitude=51.9387, altitude=4525.1, track=340.3, ground_speed=187.7)","AttitudeData(true_heading=340.3, pitch=-1.85, roll=-0.0)",1744316647.081003
"GPSData(longitude=14.479, latitude=51.9403, altitude=4514.1, track=340.3, ground_speed=187.5)","AttitudeData(true_heading=340.3, pitch=-1.86, roll=-0.01)",1744316648.1641312
"GPSData(longitude=14.478, latitude=51.942, altitude=4503.1, track=340.3, ground_speed=187.4)","AttitudeData(true_heading=340.3, pitch=-1.86, roll=-0.01)",1744316649.2396889
"GPSData(longitude=14.477, latitude=51.9437, altitude=4492.0, track=340.3, ground_speed=187.3)","AttitudeData(true_heading=340.3, pitch=-1.86, roll=-0.0)",1744316650.314187
"GPSData(longitude=14.476, latitude=51.9453, altitude=4481.0, track=340.3, ground_speed=187.1)","AttitudeData(true_heading=340.3, pitch=-1.85, roll=-0.0)",1744316651.3910432
"GPSData(longitude=14.4751, latitude=51.947, altitude=4470.0, track=340.3, ground_speed=187.0)","AttitudeData(true_heading=340.3, pitch=-1.85, roll=-0.0)",1744316652.4247491
"GPSData(longitude=14.4741, latitude=51.9486, altitude=4458.9, track=340.3, ground_speed=186.9)","AttitudeData(true_heading=340.3, pitch=-1.85, roll=-0.0)",1744316653.4808419
"GPSData(longitude=14.4732, latitude=51.9502, altitude=4448.3, track=340.2, ground_speed=186.7)","AttitudeData(true_heading=340.2, pitch=-1.84, roll=0.0)",1744316654.530841
"GPSData(longitude=14.472, latitude=51.9522, altitude=4435.2, track=340.2, ground_speed=186.6)","AttitudeData(true_heading=340.2, pitch=-1.84, roll=0.0)",1744316655.6141188
"GPSData(longitude=14.4711, latitude=51.9538, altitude=4424.4, track=340.2, ground_speed=186.4)","AttitudeData(true_heading=340.2, pitch=-1.83, roll=0.0)",1744316656.688996
"GPSData(longitude=14.4701, latitude=51.9555, altitude=4413.7, track=340.2, ground_speed=186.3)","AttitudeData(true_heading=340.2, pitch=-1.82, roll=0.0)",1744316657.772512
"GPSData(longitude=14.4692, latitude=51.9571, altitude=4402.9, track=340.2, ground_speed=186.1)","AttitudeData(true_heading=340.2, pitch=-1.81, roll=0.0)",1744316658.83886
"GPSData(longitude=14.4682, latitude=51.9587, altitude=4392.0, track=340.2, ground_speed=186.0)","AttitudeData(true_heading=340.2, pitch=-1.8, roll=0.0)",1744316659.8890839
"GPSData(longitude=14.4671, latitude=51.9607, altitude=4379.1, track=340.2, ground_speed=185.8)","AttitudeData(true_heading=340.2, pitch=-1.79, roll=0.01)",1744316660.972298
"GPSData(longitude=14.4661, latitude=51.9623, altitude=4368.5, track=340.2, ground_speed=185.7)","AttitudeData(true_heading=340.2, pitch=-1.79, roll=0.01)",1744316662.055746
"GPSData(longitude=14.4652, latitude=51.964, altitude=4357.7, track=340.2, ground_speed=185.6)","AttitudeData(true_heading=340.2, pitch=-1.78, roll=0.01)",1744316663.1390631
